CLI,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_credit_pull_d
15000, 36 months,18.25,544.17,D,D5,10+ years,MORTGAGE,66000,Not Verified,Fully Paid,8.49,2,Jan-88,2,9,,10,0,17258,89.1,28,0,0,17725.93,17725.93,15000,2725.93,0,0,0,10661.18,13-Feb
8000, 36 months,11.71,264.61,B,B3,8 years,RENT,85000,Source Verified,Fully Paid,10.22,0,2-Nov,1,,,12,0,15938,35.7,29,0,0,8371.65,8371.65,8000,371.65,0,0,0,7317.57,16-Jan
17950, 60 months,16.77,443.89,D,D2,1 year,RENT,83004,Verified,Fully Paid,13.66,0,Aug-97,0,,,10,0,22388,82.9,19,0,0,19643.66,19616.32,17950,1693.66,0,0,0,16993.32,12-Aug
16000, 36 months,7.9,500.65,A,A4,1 year,RENT,51000,Source Verified,Charged Off,24.66,0,Dec-92,0,,,8,0,29485,81,28,0,0,11928.62,11928.62,9323.14,1688.52,0,916.96,9.1696,500.65,14-Mar
8000, 36 months,10.65,260.59,B,B2,2 years,RENT,55000,Source Verified,Fully Paid,11.56,0,Apr-99,0,29,,9,0,9004,15.7,10,0,0,8923.71,8923.71,8000,923.71,0,0,0,5025.51,13-May
7200, 36 months,7.51,224,A,A3,10+ years,MORTGAGE,47000,Source Verified,Fully Paid,19.74,0,Mar-98,0,,,12,0,16106,83.5,32,0,0,8061.52571,8061.53,7200,861.53,0,0,0,239.21,15-Nov
12000, 36 months,7.51,373.33,A,A3,4 years,RENT,86000,Source Verified,Fully Paid,13.3,0,2-Aug,1,,,16,0,13715,51.8,25,0,0,13098.35,13098.35,12000,1098.35,0,0,0,967.21,13-Oct
2200, 36 months,15.27,76.56,C,C4,10+ years,OWN,48000,Not Verified,Charged Off,5.47,0,May-00,3,76,,3,0,10130,83.7,7,0,0,2294,2294,353.21,182.71,0,1758.08,317.1046,76.56,16-Jan
20000, 60 months,12.69,451.9,B,B5,10+ years,RENT,49000,Verified,Current,17.78,0,1-Apr,0,,,10,0,12064,66.9,26,5075.36,5068.95,21677.94,21650.95,14924.64,6753.3,0,0,0,451.9,16-Jan
28000, 60 months,12.42,628.81,B,B4,4 years,MORTGAGE,85000,Source Verified,Fully Paid,15.87,0,Jul-95,1,,,10,0,23199,58.7,31,0,0,31960.6,31960.6,28000,3960.6,0,0,0,23160.52,13-Mar
6000, 36 months,7.51,186.67,A,A3,2 years,MORTGAGE,50000,Verified,Fully Paid,23.86,0,Sep-00,1,,,8,0,22282,62.4,23,0,0,6717.525779,6717.53,6000,717.53,0,0,0,201.76,14-Dec
25000, 60 months,19.42,654.31,E,E3,10+ years,RENT,105000,Verified,Current,21.13,0,Aug-00,0,,,16,0,28380,85.3,42,7092.69,7085.56,31388.68,31357.39,17907.3,13481.38,0,0,0,654.31,16-Jan
8000, 60 months,8.9,165.68,A,A5,1 year,RENT,51204,Not Verified,Charged Off,25.12,0,Aug-87,0,68,,16,0,20888,37.6,40,0,0,4639.04,4639.04,3271.74,1367.3,0,0,0,34.32,16-Jan
14400, 36 months,15.27,501.09,C,C4,2 years,RENT,42996,Not Verified,Fully Paid,0.98,0,8-Aug,1,,,3,0,62,7.7,3,0,0,14762.51,14762.51,14400,362.51,0,0,0,14267.16,12-Jul
13700, 60 months,19.03,355.62,E,E2,5 years,RENT,60000,Verified,Fully Paid,18.06,0,Oct-94,0,62,,11,0,29665,97.4,28,0,0,19721.82536,19685.93,13700,6021.83,0,0,0,7663.24,16-Jan
19950, 60 months,14.27,467,C,C2,10+ years,MORTGAGE,85000,Verified,Current,13.41,0,Oct-86,0,,,11,0,25856,91.7,31,5210.57,5203.99,22386.62,22358.67,14739.42,7647.2,0,0,0,467,16-Jan
14050, 36 months,8.9,446.14,A,A5,3 years,MORTGAGE,120000,Verified,Fully Paid,2.21,0,6-May,2,,,9,0,2217,18.8,13,0,0,15808.02,15808.02,14050,1758.02,0,0,0,5569.67,13-Dec
6000, 36 months,13.49,203.59,C,C1,10+ years,OWN,62691,Not Verified,Fully Paid,3.16,0,Feb-94,0,43,,5,0,6704,94.4,19,0,0,7325.89258,7325.89,6000,1325.89,0,0,0,213.5,15-Jan
16100, 60 months,11.71,355.79,B,B3,< 1 year,MORTGAGE,36000,Verified,Current,27.8,0,Jul-98,0,,,10,0,13481,46,33,4014.17,4007.9,17071.16,17044.71,12085.83,4985.33,0,0,0,355.79,16-Jan
23250, 60 months,20.3,619.88,E,E5,3 years,OWN,85000,Verified,Charged Off,16.39,0,Dec-84,2,82,,10,0,18515,76.5,40,0,0,3093.5,3090.2,1169.59,1923.91,0,0,0,619.88,16-Jan
10525, 36 months,7.9,329.33,A,A4,4 years,RENT,49668,Source Verified,Fully Paid,7.27,0,2-Oct,0,,,4,0,10881,68.9,9,0,0,11649.33,11649.33,10525,1124.33,0,0,0,1756.16,16-Jan
7200, 36 months,15.96,252.99,C,C5,2 years,RENT,30000,Source Verified,Fully Paid,5.2,0,Oct-99,1,,,2,0,1884,94.2,7,0,0,9103.267064,9103.27,7200,1903.27,0,0,0,265,16-Jan
15775, 60 months,10.65,340.24,B,B2,10+ years,OWN,40000,Verified,Fully Paid,26.34,0,Jun-96,0,,,8,0,8,0.1,27,0,0,18877.39284,18877.39,15775,3102.39,0,0,0,7374.76,14-Apr
12000, 36 months,13.49,407.17,C,C1,10+ years,MORTGAGE,40000,Verified,Fully Paid,16.2,0,Sep-96,2,72,,15,0,14582,74.4,27,0,0,13682.96,13682.96,12000,1682.96,0,0,0,7995.07,13-Apr
12000, 36 months,11.71,396.92,B,B3,5 years,MORTGAGE,100000,Not Verified,Fully Paid,6.58,0,4-Oct,0,,,10,0,17590,79.6,11,0,0,14284.36001,14284.36,12000,2284.36,0,0,0,414,14-Dec
3000, 36 months,11.71,99.23,B,B3,2 years,RENT,56312,Not Verified,Fully Paid,16.03,0,2-Mar,2,,,6,0,10014,83.4,13,0,0,3571.612926,3571.61,3000,571.61,0,0,0,101.42,16-Jan
9500, 36 months,16.29,335.36,D,D1,10+ years,RENT,54011,Source Verified,Fully Paid,18.51,0,Dec-99,1,,,9,0,18757,79.5,40,0,0,10658.63,10658.63,9500,1158.63,0,0,0,7643.38,16-Jan
19775, 36 months,12.42,660.79,B,B4,2 years,RENT,49110.32,Verified,Fully Paid,17.57,0,Oct-98,2,,,10,0,19672,61.1,15,0,0,22690.68,22690.68,19775,2915.68,0,0,0,11478.49,16-Jan
12000, 60 months,14.65,283.28,C,C3,< 1 year,RENT,75000,Verified,Charged Off,16.13,0,Nov-00,3,,,14,0,16664,89.4,28,0,0,7694.4,7678.37,3606.06,2908,0,1180.34,11.8034,283.28,14-Apr
28000, 60 months,14.27,655.44,C,C2,7 years,MORTGAGE,95000,Verified,Fully Paid,9.46,0,May-00,1,,,9,0,17936,68.1,29,0,0,35909.92524,33960.75,28000,7909.93,0,0,0,17578.41,14-Oct
30000, 36 months,12.42,1002.46,B,B4,2 years,RENT,80000,Verified,Fully Paid,22.23,0,May-00,0,,,8,0,22177,94,33,0,0,36085.49537,36085.5,30000,6085.5,0,0,0,1013.44,16-Jan
16000, 36 months,10.65,521.18,B,B2,9 years,MORTGAGE,55000,Verified,Fully Paid,13.33,0,2-Mar,2,,,8,0,8705,89.7,19,0,0,18756.9152,18756.92,16000,2756.92,0,0,0,543.7,14-Dec
14500, 36 months,14.65,500.17,C,C3,8 years,RENT,90000,Verified,Fully Paid,5.24,0,1-Oct,1,42,,17,0,15077,46.7,28,0,0,18004.14652,18004.15,14500,3504.15,0,0,0,505.48,14-Dec
11700, 60 months,14.65,276.2,C,C3,3 years,RENT,68500,Verified,Fully Paid,18.17,0,5-Aug,1,,,12,0,7203,39.8,21,0,0,14114.88,14084.72,11700,2414.88,0,0,0,9146.84,15-May
4150, 36 months,10.65,135.18,B,B2,4 years,RENT,100000,Not Verified,Fully Paid,1.99,0,Feb-98,0,30,,7,0,4255,25,8,0,0,4832.413691,4832.41,4150,682.41,0,0,0,1054.39,16-Jan
15000, 60 months,11.71,331.48,B,B3,10+ years,MORTGAGE,72000,Verified,Current,26.48,0,Feb-99,0,,,8,0,10982,67.8,15,3749.98,3743.72,15888.94,15862.49,11250.02,4638.92,0,0,0,331.48,16-Jan
24000, 36 months,16.77,852.93,D,D2,6 years,RENT,70000,Verified,Fully Paid,12.57,0,4-Nov,0,,,10,0,9043,91.2,13,0,0,30690.74305,30690.74,24000,6690.74,0,0,0,889.54,15-Apr
21250, 36 months,12.42,710.08,B,B4,5 years,RENT,37000,Verified,Charged Off,14.27,0,May-00,1,68,,8,0,14899,69.3,21,0,0,8880.05,8880.05,6569.76,2266.76,0,43.53,0,710.08,16-Jan
10000, 36 months,14.27,343.09,C,C2,10+ years,OWN,75000,Source Verified,Fully Paid,13.46,0,Nov-95,1,,,9,0,19535,71.3,18,0,0,12347.22348,12347.22,10000,2347.22,0,0,0,355.71,16-Jan
25000, 60 months,18.25,638.25,D,D5,< 1 year,MORTGAGE,75000,Verified,Fully Paid,10.58,0,Aug-97,0,,,13,0,14608,72,29,0,0,32063.87,32031.88,25000,7063.87,0,0,0,19322.18,15-Jan
4000, 36 months,15.96,140.55,C,C5,6 years,RENT,39000,Source Verified,Fully Paid,21.91,0,6-Feb,2,,,6,0,8038,93.5,15,0,0,4926.28934,4926.29,4000,926.29,0,0,0,919.43,14-Dec
15000, 36 months,11.71,496.14,B,B3,< 1 year,RENT,60000,Not Verified,Fully Paid,8.86,0,2-Aug,0,,,11,0,14615,70.8,15,0,0,17601.66322,17601.66,15000,2601.66,0,0,0,5213.76,15-Dec
20000, 60 months,13.49,460.1,C,C1,3 years,RENT,68000,Verified,Fully Paid,9.09,0,Jun-99,0,,,7,0,19736,79.3,19,0,0,27154.14,27120.2,20000,7154.14,0,0,0,3249.54,16-Jan
15000, 60 months,17.58,377.49,D,D4,3 years,MORTGAGE,110000,Verified,Fully Paid,12.36,0,5-Jan,1,,,5,0,7717,81.2,10,0,0,17833.36,17803.67,15000,2833.36,0,0,0,12967.45,16-Jan
3600, 36 months,15.96,126.5,C,C5,3 years,RENT,40000,Source Verified,Fully Paid,12.78,0,8-Nov,1,,,5,0,3447,52.2,6,0,0,4552.777742,4552.78,3600,952.78,0,0,0,128.92,14-Dec
6000, 60 months,19.03,155.75,E,E2,5 years,OWN,31000,Verified,Fully Paid,20.13,0,3-Jan,1,51,,5,0,7996,93,14,0,0,8933.345858,8933.35,6000,2933.35,0,0,0,2736.66,16-Jan
15000, 36 months,15.27,521.97,C,C4,10+ years,RENT,60000,Verified,Charged Off,10.72,0,2-Apr,2,,,7,0,12333,75.2,18,0,0,6379.19,6379.19,3871.69,1853.48,0,654.02,6.26,521.97,13-Apr
12000, 60 months,18.25,306.36,D,D5,3 years,RENT,43000,Verified,Fully Paid,15.24,0,6-Jul,1,,,14,0,7949,45.4,14,0,0,17492.77037,17456.37,12000,5492.77,0,0,0,5204.48,15-May
12375, 36 months,7.51,385,A,A3,6 years,RENT,42000,Not Verified,Fully Paid,28.06,0,1-Mar,2,,,13,0,13538,52.1,34,0,0,13174.14,13174.14,12375,799.14,0,0,0,8947.42,15-Oct
4000, 36 months,12.69,134.18,B,B5,6 years,RENT,30000,Not Verified,Charged Off,17.6,0,Mar-96,1,48,,8,0,1296,5.5,20,0,0,2152.95,2152.95,1481.95,526.55,0,144.45,1.49,134.18,13-Sep
13000, 36 months,10.65,423.46,B,B2,10+ years,MORTGAGE,50000,Not Verified,Fully Paid,20.11,0,Apr-98,0,78,,13,0,13810,40.6,15,0,0,15240.3572,15240.36,13000,2240.36,0,0,0,440.06,14-Dec
5000, 36 months,6.62,153.52,A,A2,1 year,MORTGAGE,39396,Source Verified,Fully Paid,8.16,0,Nov-00,1,,,6,0,3305,18.5,30,0,0,5495.24419,5495.24,5000,495.24,0,0,0,1362.42,14-Apr
5000, 36 months,15.96,175.69,C,C5,7 years,OWN,98000,Source Verified,Fully Paid,19.63,0,2-Feb,1,52,,11,0,32705,53.3,14,0,0,6014.59,6014.59,5000,999.6,14.9924781,0,0,2842.92,13-Oct
26000, 36 months,11.71,859.98,B,B3,10+ years,RENT,62500,Verified,Fully Paid,16.55,0,Oct-00,3,,,4,0,25215,94.8,16,0,0,30955.56242,30925.83,26000,4955.56,0,0,0,873.68,14-Dec
15000, 60 months,18.64,386.15,E,E1,8 years,MORTGAGE,95000,Verified,Fully Paid,17.97,0,Nov-98,2,,,15,0,30810,85.5,24,0,0,22595.34273,22595.34,15000,7577.64,17.7,0,0,5599.8,16-Jan
4000, 60 months,19.91,105.78,E,E4,10+ years,RENT,45000,Source Verified,Charged Off,15.2,0,Mar-96,3,,92,5,1,3722,22.4,11,0,0,1775.8,1775.8,660.29,924.37,0,191.14,1.76,331.68,13-Aug
8000, 36 months,7.9,250.33,A,A4,10+ years,RENT,32400,Not Verified,Fully Paid,7.56,0,1-Jan,2,,,9,0,6290,34.1,15,0,0,8976.638447,8976.64,8000,976.64,0,0,0,1723.57,16-Jan
1700, 36 months,7.9,53.2,A,A4,n/a,MORTGAGE,37800,Not Verified,Charged Off,27,0,Jul-79,0,,,9,0,16333,91.2,27,0,0,1218.5,1218.5,940.44,174.03,0,104.03,1.040299999,53.2,14-Feb
16000, 36 months,9.91,515.6,B,B1,10+ years,RENT,50000,Not Verified,Fully Paid,15.1,0,Jan-93,1,,,9,0,13577,66.2,26,0,0,18558.67174,18558.67,16000,2558.67,0,0,0,529.31,16-Jan
20000, 60 months,9.91,424.06,B,B1,10+ years,MORTGAGE,114996,Verified,Fully Paid,11.19,0,Dec-00,0,,,14,0,7747,15.4,20,0,0,23340.52,23340.52,20000,3340.52,0,0,0,13592.37,14-Jan
12000, 36 months,14.65,413.94,C,C3,6 years,RENT,54400,Verified,Charged Off,13.81,0,Nov-98,1,,,14,0,13239,60.2,33,0,0,11043.04,11043.04,8359.5,2683.54,0,0,0,480.6,16-Jan
7000, 36 months,11.71,231.54,B,B3,7 years,MORTGAGE,72800,Verified,Fully Paid,24.64,0,Jul-00,0,,,12,0,7299,84.1,33,0,0,8334.521695,8334.52,7000,1334.52,0,0,0,233.37,15-Jan
8000, 60 months,20.3,213.29,E,E5,1 year,RENT,42500,Source Verified,Charged Off,14.23,0,4-Mar,1,,,10,0,9870,95,24,0,0,8505.34,8505.34,2173.49,3335.6,0,2996.25,509.3625,200,16-Jan
13000, 60 months,23.52,370.38,G,G3,10+ years,RENT,61000,Source Verified,Current,11.65,0,Mar-97,1,,,10,0,18427,92.1,14,3935.92,3935.92,17752.76,17752.76,9064.08,8688.68,0,0,0,370.38,16-Jan
13000, 36 months,16.29,458.91,D,D1,10+ years,RENT,28000,Source Verified,Charged Off,12.9,0,1-Oct,1,,,4,0,6901,93.3,8,0,0,8768.3,8768.3,5318.23,3008.91,0,441.16,4.411600005,320.84,13-Nov
20000, 60 months,21.28,544.23,F,F2,2 years,OWN,120000,Verified,Fully Paid,16.72,0,Nov-98,2,,,12,0,23789,75.5,43,0,0,24940.65,24909.47,20000,4940.65,0,0,0,17328.61,16-Jan
18000, 36 months,13.49,610.75,C,C1,8 years,MORTGAGE,96000,Verified,Fully Paid,16.4,0,May-87,0,70,,16,0,14828,46.6,37,0,0,21978.39591,21978.4,18000,3978.4,0,0,0,636.15,14-Dec
10000, 36 months,16.29,353.01,D,D1,3 years,RENT,83200,Source Verified,Fully Paid,17.03,0,5-Jul,1,,,8,0,12603,92,15,0,0,11713.05,11713.05,10000,1713.05,0,0,0,54.68,16-Jan
22250, 60 months,15.27,532.49,C,C4,8 years,RENT,45000,Verified,Fully Paid,23.07,0,Oct-99,1,,,9,0,15695,77.7,23,0,0,24929.55,24873.54,22250,2679.55,0,0,0,20146.17,16-Jan
24000, 60 months,17.58,603.98,D,D4,5 years,RENT,68809,Verified,Charged Off,21.29,0,5-Jun,1,,,10,0,3343,25.3,20,0,0,4401.18,4396.65,1567.87,2049.17,0,784.14,8.02,603.98,12-Nov
11200, 36 months,12.42,374.26,B,B4,3 years,RENT,75000,Not Verified,Charged Off,22.88,0,Dec-96,0,,,8,0,25673,74.4,13,0,0,4225.13,4225.13,2702.91,1033.89,0,488.33,4.72,374.26,13-Mar
7000, 36 months,10.65,228.02,B,B2,3 years,RENT,52000,Not Verified,Fully Paid,18.16,0,3-Jun,0,57,,11,0,4170,94.8,13,0,0,8206.961483,8206.96,7000,1206.96,0,0,0,234.06,16-Jan
8000, 36 months,6.03,243.49,A,A1,6 years,RENT,57600,Source Verified,Fully Paid,11.52,0,Jul-71,0,,,8,0,8311,12.4,12,0,0,8765.098071,8765.1,8000,765.1,0,0,0,245.81,14-Dec
22500, 60 months,16.77,556.41,D,D2,4 years,RENT,48500,Verified,Fully Paid,10.91,0,Apr-92,0,,,7,0,23080,84.5,12,0,0,31397.80974,31363.01,22500,8897.81,0,0,0,11956.48,16-Jan
12000, 36 months,17.27,429.45,D,D3,2 years,RENT,95000,Not Verified,Fully Paid,11.1,0,6-Mar,1,,,9,0,15037,88.5,19,0,0,14495.19,14495.19,12000,2495.19,0,0,0,7203.38,15-Sep
22000, 36 months,14.65,758.88,C,C3,< 1 year,RENT,58000,Verified,Fully Paid,12.1,0,3-Jun,1,,,11,0,20666,92.3,28,0,0,26358.48161,26358.48,22000,4358.48,0,0,0,2095.27,16-Jan
6200, 36 months,10.65,201.96,B,B2,10+ years,MORTGAGE,24000,Not Verified,Fully Paid,19.95,0,1-Oct,1,,,10,0,18210,55.2,11,0,0,6771.26,6771.26,6200,571.26,0,0,0,4553.13,12-Dec
15900, 36 months,9.91,512.38,B,B1,9 years,MORTGAGE,58000,Not Verified,Fully Paid,21.72,0,Feb-00,1,,,7,0,20393,64.5,15,0,0,18174.06,18174.06,15900,2274.06,0,0,0,5892.77,16-Jan
5000, 36 months,8.9,158.77,A,A5,n/a,MORTGAGE,70000,Source Verified,Fully Paid,16.17,1,May-83,0,15,,9,0,8901,53,32,0,0,5651.83,5651.83,5000,651.83,0,0,0,1689.2,14-Oct
16000, 36 months,6.62,491.26,A,A2,3 years,MORTGAGE,104000,Not Verified,Fully Paid,2.78,0,Jun-96,1,,,10,0,1935,3.2,24,0,0,17679.88702,17679.89,16000,1679.89,0,0,0,523.16,15-May
5000, 36 months,11.71,165.38,B,B3,4 years,RENT,35000,Not Verified,Fully Paid,4.01,0,6-Oct,1,,,3,0,4263,61.8,3,0,0,5727.46,5727.46,5000,727.46,0,0,0,1905.29,13-Oct
3150, 36 months,15.27,109.62,C,C4,5 years,RENT,53000,Source Verified,Fully Paid,4.37,0,6-Sep,3,50,,6,0,2124,28.2,10,0,0,3945.99,3945.99,3150,795.99,0,0,0,109.29,15-Dec
12000, 36 months,14.27,411.71,C,C2,2 years,RENT,28000,Source Verified,Charged Off,8.49,0,7-Aug,1,,,9,0,8738,68.5,10,0,0,5423.3,5423.3,3441.99,1490.13,0,491.18,4.87,411.71,13-May
28000, 36 months,7.9,876.13,A,A4,4 years,MORTGAGE,118000,Verified,Charged Off,5.29,0,Jul-95,1,,,7,0,11849,24.8,23,0,0,9959.66,9959.66,7125.17,1634.43,0,1200.06,11.94,876.13,14-Sep
5000, 36 months,12.42,167.08,B,B4,< 1 year,RENT,40000,Not Verified,Fully Paid,22.59,0,Feb-97,0,49,,9,0,13091,82.3,26,0,0,6013.348274,6013.35,5000,1013.35,0,0,0,172.05,14-Dec
3000, 36 months,9.91,96.68,B,B1,n/a,MORTGAGE,42000,Not Verified,Fully Paid,4.29,0,5-Apr,0,,,3,0,5289,33.3,3,0,0,3479.273807,3479.27,3000,479.27,0,0,0,101.19,14-Dec
3000, 36 months,7.9,93.88,A,A4,10+ years,MORTGAGE,65000,Not Verified,Charged Off,4.89,0,Aug-94,0,,,4,0,3413,85.3,18,0,0,2720.04,2720.04,2357.46,362.58,0,0,0,93.88,16-Jan
8400, 36 months,6.62,257.92,A,A2,2 years,RENT,25000,Source Verified,Fully Paid,11.86,0,5-Feb,0,,,9,0,8993,36.1,19,0,0,9282.431163,9282.43,8400,882.43,0,0,0,274.47,15-Oct
7000, 36 months,10.65,228.02,B,B2,10+ years,MORTGAGE,36000,Verified,Fully Paid,24,0,Jun-97,0,51,,14,0,6992,72.8,23,0,0,8099.279351,8099.28,7000,1099.28,0,0,0,2407.88,15-Aug
11600, 60 months,19.42,303.6,E,E3,2 years,RENT,45000,Verified,Current,21.68,0,2-Jun,2,,117,9,1,18972,65.9,19,3291.8,3284.66,14562.66,14531.37,8308.2,6254.46,0,0,0,303.6,16-Jan
2000, 36 months,9.91,64.45,B,B1,1 year,MORTGAGE,231252,Source Verified,Fully Paid,11.43,0,Mar-80,0,,,19,0,46267,93.5,43,0,0,2319.607053,2319.61,2000,319.61,0,0,0,67.24,16-Jan
9600, 60 months,14.65,226.63,C,C3,3 years,RENT,65000,Not Verified,Current,14.44,0,5-Feb,2,,,12,0,6506,47.8,21,2516.03,2516.03,10876.42,10876.42,7083.97,3792.45,0,0,0,226.63,16-Jan
8575, 36 months,17.58,308.21,D,D4,n/a,MORTGAGE,32000,Verified,Charged Off,22.54,0,4-Sep,1,,,4,0,20142,89.9,5,0,0,4636.75,4636.75,2808.63,1497.35,0,330.77,3.35,308.21,13-Jul
18625, 60 months,12.42,418.27,B,B4,8 years,MORTGAGE,84996,Verified,Charged Off,23.41,0,Dec-98,0,,,13,0,47111,44.2,40,0,0,14647.04,14627.4,12259.35,2001.31,20.8906275,365.49,4.31,10000,16-Jan
10000, 36 months,7.9,312.91,A,A4,6 years,RENT,66000,Not Verified,Fully Paid,12.42,0,Oct-96,1,,,8,0,18244,89.4,24,0,0,11232.7824,11232.78,10000,1232.78,0,0,0,1854.33,15-Nov
25000, 36 months,19.42,921.72,E,E3,2 years,MORTGAGE,92000,Verified,Fully Paid,21.68,0,Jul-98,0,,,9,0,24430,84.5,38,0,0,32200.35003,32200.35,25000,7200.35,0,0,0,3405.45,14-May
8000, 36 months,11.71,264.61,B,B3,10+ years,RENT,70000,Not Verified,Fully Paid,20.21,0,5-Dec,0,,,9,0,19607,92.1,22,0,0,9522.447926,9522.45,8000,1522.45,0,0,0,534.46,16-Jan
16000, 60 months,18.25,408.48,D,D5,10+ years,MORTGAGE,49000,Verified,Charged Off,18.39,0,1-Dec,2,,,15,0,22500,94.5,23,0,0,8576.66,8563.39,4035.93,4540.73,0,0,0,30.8,16-Jan
25000, 36 months,11.71,826.9,B,B3,8 years,MORTGAGE,76896,Verified,Fully Paid,13.9,0,Feb-00,0,,,12,0,24916,76,33,0,0,29594.09979,29564.54,25000,4594.1,0,0,0,5652.84,14-Oct
2000, 36 months,9.91,64.45,B,B1,10+ years,RENT,24000,Not Verified,Fully Paid,13.5,0,May-99,0,,87,6,1,9583,64.2,10,0,0,2319.837717,2319.84,2000,319.84,0,0,0,66.17,15-Dec
16800, 36 months,14.65,579.51,C,C3,2 years,RENT,60000,Verified,Fully Paid,14.52,0,3-Mar,1,,,7,0,22373,96.9,14,0,0,20858.3257,20858.33,16800,4058.33,0,0,0,590.23,15-Mar
8000, 36 months,8.9,254.03,A,A5,3 years,MORTGAGE,120000,Not Verified,Fully Paid,10.52,0,Oct-00,0,,,10,0,13268,60.6,15,0,0,8300.5,8300.5,8000,300.5,0,0,0,4783.91,15-Oct
12000, 60 months,12.69,271.14,B,B5,9 years,MORTGAGE,57000,Not Verified,Fully Paid,19.71,0,5-Nov,0,,,10,0,15311,66.3,13,0,0,15721.21843,15721.22,12000,3721.22,0,0,0,5175.1,15-May
11000, 36 months,7.9,344.2,A,A4,4 years,MORTGAGE,80000,Not Verified,Charged Off,4.74,0,Dec-99,0,,,8,0,7690,77.7,15,0,0,3094.2,3094.2,2508.54,585.66,0,0,0,344.2,16-Jan
5000, 36 months,16.29,176.51,D,D1,6 years,MORTGAGE,85000,Source Verified,Charged Off,22.81,0,4-May,2,,,9,0,19925,90,17,0,0,4056.05,4056.05,2907.06,1148.99,0,0,0,176.51,16-Jan
18000, 36 months,16.29,635.41,D,D1,10+ years,OWN,140000,Verified,Fully Paid,21.8,0,Jan-00,1,,,14,0,34809,90.2,35,0,0,22871.12809,22871.13,18000,4871.13,0,0,0,644.78,14-Dec
10000, 36 months,12.69,335.45,B,B5,6 years,OWN,36000,Verified,Charged Off,15.9,0,6-Dec,3,,,8,0,6397,65.3,10,0,0,9758.77,9758.77,7421.06,1947.62,0,390.09,3.6617,335.45,14-Sep
5000, 36 months,9.91,161.13,B,B1,< 1 year,RENT,70000,Source Verified,Fully Paid,13.92,0,Sep-90,1,53,,9,0,26171,64.3,23,0,0,5799.202075,5799.2,5000,799.2,0,0,0,166.93,15-Jun
10000, 36 months,16.29,353.01,D,D1,4 years,RENT,51360,Source Verified,Fully Paid,16.61,0,7-Aug,0,,,8,0,8495,79.1,9,0,0,12705.78199,12705.78,10000,2705.78,0,0,0,359.01,14-Dec
25000, 36 months,9.91,805.63,B,B1,4 years,RENT,163000,Verified,Fully Paid,4.4,0,7-Jul,0,,,5,0,865,4.6,10,0,0,26319.56,26319.56,25000,1319.56,0,0,0,11684.88,12-Aug
2400, 36 months,12.69,80.51,B,B5,4 years,MORTGAGE,59393,Source Verified,Fully Paid,13.7,0,Aug-97,1,50,45,12,1,3265,44.1,18,0,0,2852.34,2852.34,2400,452.34,0,0,0,845,16-Jan
3000, 36 months,16.29,105.91,D,D1,4 years,MORTGAGE,65000,Not Verified,Charged Off,15.16,0,7-Jun,1,,,12,0,9089,60.2,18,0,0,2704.36,2704.36,1830.43,709.12,0,164.81,1.6481,105.91,14-May
7700, 36 months,16.77,273.65,D,D2,3 years,RENT,29772.96,Source Verified,Charged Off,18.58,0,Aug-00,0,,,6,0,9206,82.9,11,0,0,4911.95,4911.95,3153.85,1486.98,0,271.12,2.74,273.65,13-Oct
2400, 36 months,13.49,81.44,C,C1,< 1 year,OWN,12996,Source Verified,Fully Paid,4.71,0,6-Sep,1,,,5,0,2902,96.7,13,0,0,2929.343817,2929.34,2400,529.34,0,0,0,88.56,15-Jan
11925, 60 months,19.03,309.54,E,E2,10+ years,MORTGAGE,68000,Verified,Current,20.89,0,Jul-85,0,39,,12,0,31962,87.8,35,3373.07,3365.93,14823.37,14792.45,8551.94,6271.43,0,0,0,309.54,16-Jan
5000, 36 months,10.65,162.87,B,B2,1 year,OWN,44475,Not Verified,Fully Paid,17.11,0,2-Oct,0,25,,9,0,7464,70.4,14,0,0,5481.42,5481.42,5000,481.42,0,0,0,367.87,13-Mar
14000, 36 months,17.58,503.19,D,D4,10+ years,MORTGAGE,88000,Verified,Fully Paid,7.73,3,Oct-95,0,3,,13,0,7115,40.7,24,0,0,16302.86,16302.86,14000,2302.86,0,0,0,10278.76,15-Jul
24500, 60 months,20.89,661.3,F,F1,4 years,RENT,85000,Verified,Charged Off,9.09,0,4-Apr,0,,,6,0,19668,94.4,8,0,0,3994.86,3990.8,962.75,1679.05,0,1353.06,13.25,661.3,12-Sep
2400, 36 months,10.65,78.18,B,B2,3 years,MORTGAGE,36000,Not Verified,Fully Paid,15.7,0,Mar-92,1,,,6,0,12480,82.6,9,0,0,2813.768513,2813.77,2400,413.77,0,0,0,80.33,14-Dec
1800, 36 months,12.42,60.15,B,B4,7 years,RENT,117000,Not Verified,Fully Paid,15.86,0,Feb-00,0,26,,5,0,11180,60.8,34,0,0,1993.78,1993.78,1800,193.78,0,0,0,1334.02,16-Jan
