Project ID,Opportunity Owner,Account Name,Stage, Amount ,Expected Revenue,Probability,Service Category,Service Line,Stage Number,New Business,Account Type,Billing Type,MSA Signed,Unsolicited Proposal,Deliverable Type
164,Ankit Garg,Satmetrix,Proposal On-desk Stage,20000,12000,1,,Technology Build Services,5,0,US-West BU,Fixed Bid,0,Yes,Scope of Work / Project
165,Haresh Tripathi,Cisco,Proposal Preparation Stage,544644,272322,1,,Consulting,4,0,Cisco,Fixed Bid,0,Yes,Managed Services / SLA Based
166,Kevin Swanson,"Wellpoint, Inc",Proposal Preparation Stage,182553,91276.5,1,,Technology Build Services,4,1,WellPoint BU,Fixed Bid,0,No,Scope of Work / Project
167,Leo Bley,Safeway,Signed Contract,200000,200000,1,,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
168,Leo Bley,Safeway,Signed Contract,200000,200000,1,,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
169,Michael Hopewell,UTi Worldwide Inc.,Proposal Preparation Stage,2126360,1063180,1,Application Testing,Quality and Testing,4,0,US-West BU,Flat Fee Monthly,0,Yes,Staff Augmentation
170,Michael Hopewell,Exelon,Proposal Preparation Stage,2230000,1115000,1,Application Testing,Quality and Testing,4,0,US-Central BU,Time and Expense,0,Yes,Staff Augmentation
171,Phanikumar Kanumilli,Aviva Investors,Signed Contract,24640,24640,1,Microsoft Systems,Technology Build Services,8,0,Aviva,Time and Expense,0,No,Staff Augmentation
172,Ryan Prindiville,Safeway,Signed Contract,200000,200000,1,,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
173,Ryan Prindiville,Safeway,Signed Contract,200000,200000,1,,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
174,Ryan Prindiville,Safeway,Signed Contract,200000,200000,1,,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
175,Ryan Prindiville,Safeway,Signed Contract,200000,200000,1,,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
176,Ryan Prindiville,Safeway,Signed Contract,200000,200000,1,,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
177,Ryan Prindiville,Safeway,Signed Contract,200000,200000,1,,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
178,Sajesh Gopinath,Old Republic,Signed Contract,500000,500000,1,Mortgage Services,Business Process Outsourcing,8,0,BPO BU,Per Transaction,0,No,Staff Augmentation
179,Sajesh Gopinath,Equifax Settlement Services,Signed Contract,111750,111750,1,Mortgage Services,Business Process Outsourcing,8,1,BPO BU,Per Transaction,0,No,Managed Services / SLA Based
180,Sajesh Gopinath,Old Republic,Proposal Preparation Stage,250000,125000,1,Mortgage Services,Business Process Outsourcing,4,0,BPO BU,Per Transaction,0,No,Scope of Work / Project
181,Sajesh Gopinath,Equifax Settlement Services,Signed Contract,800000,800000,1,Mortgage Services,Business Process Outsourcing,8,0,BPO BU,Per Transaction,0,No,Managed Services / SLA Based
182,Sajesh Gopinath,Equifax Settlement Services,Signed Contract,478800,478800,1,Mortgage Services,Business Process Outsourcing,8,0,BPO BU,Per Transaction,0,No,Staff Augmentation
183,Sajesh Gopinath,Equifax Settlement Services,Signed Contract,252000,252000,1,Mortgage Services,Business Process Outsourcing,8,0,BPO BU,Per Transaction,0,No,Staff Augmentation
184,Sajesh Gopinath,Equifax Settlement Services,Signed Contract,41311,41311,1,Mortgage Services,Business Process Outsourcing,8,0,BPO BU,Per Transaction,0,No,Staff Augmentation
185,Sajesh Gopinath,Equifax Settlement Services,Signed Contract,113437.5,113437.5,1,Mortgage Services,Business Process Outsourcing,8,0,BPO BU,Per Transaction,0,No,Staff Augmentation
186,Sajesh Gopinath,Equifax Settlement Services,Signed Contract,150000,150000,1,Mortgage Services,Business Process Outsourcing,8,0,BPO BU,Per Transaction,0,No,Staff Augmentation
187,Sajesh Gopinath,Equifax Settlement Services,Signed Contract,25000,25000,1,Mortgage Services,Business Process Outsourcing,8,0,BPO BU,Per Transaction,0,No,Staff Augmentation
188,Sajesh Gopinath,JPMorgan Chase Bank,Signed Contract,4185000,4185000,1,,Business Process Outsourcing,8,0,BPO BU,Per Transaction,0,Yes,Managed Services / SLA Based
189,Sajesh Gopinath,Old Republic,Verbal Agreement,600000,540000,1,,Business Process Outsourcing,7,0,BPO BU,Per Transaction,0,No,Managed Services / SLA Based
190,Sajesh Gopinath,Old Republic,Negotiation / Short-list Stage,400000,320000,1,,Business Process Outsourcing,6,0,BPO BU,Per Transaction,0,No,Scope of Work / Project
191,Santosh Rajput,Debenhams plc,Proposal Preparation Stage,40000,20000,1,,Technology Build Services,4,0,Europe BU,Fixed Bid,0,Yes,Scope of Work / Project
192,Amandeep Sidhu,"Dana Companies, Llc",Verbal Agreement,5000,4500,1,,Technology Build Services,7,0,US-Central BU,Time and Expense,0,No,Scope of Work / Project
193,Andrew Wille,Cardinal Health,Proposal On-desk Stage,2500000,750000,0,Application Testing,Quality and Testing,5,0,US-Central BU,Time and Expense,0,No,Scope of Work / Project
194,Arunkumar Gopalakrishnan,Walmart,Opportunity Identification Stage,500000,150000,0,,Consulting,3,1,Wal-Mart,T and E with Cap,0,Yes,Scope of Work / Project
195,Gary Rikard,Sony Pictures,Negotiation / Short-list Stage,2109020,1687216,1,Java Systems,Technology Build Services,6,1,US-West BU,Fixed Bid,1,No,Scope of Work / Project
196,James Jarvis,Alliance Boots Holdings Ltd.,Verbal Agreement,91845,91845,1,,Quality and Testing,7,1,Europe BU,Time and Expense,1,No,Staff Augmentation
197,Jay Kuderka,Sony Pictures,Signed Contract,171389,171389,1,JD Edwards Systems,Enterprise Solutions,8,0,US-West BU,Time and Expense,1,No,Staff Augmentation
198,Jay Kuderka,Warner Bros. Entertainment Inc.,Proposal On-desk Stage,375000,150000,0,Business Intelligence And Reporting,Business Intelligence and Data Management,5,1,US-West BU,Fixed Bid,0,No,Scope of Work / Project
199,Jay Kuderka,Warner Bros. Entertainment Inc.,Negotiation / Short-list Stage,35000,28000,1,Business and Domain Consulting,Consulting,6,1,US-West BU,Time and Expense,0,No,Scope of Work / Project
200,Jay Kuderka,Warner Bros. Entertainment Inc.,Signed Contract,139616,139616,1,,Technology Build Services,8,1,US-West BU,Time and Expense,0,No,Scope of Work / Project
201,Jay Kuderka,Warner Bros. Entertainment Inc.,Proposal On-desk Stage,400000,240000,1,,Enterprise Solutions,5,1,US-West BU,Time and Expense,0,No,Scope of Work / Project
202,Jay Kuderka,Warner Bros. Entertainment Inc.,Proposal Preparation Stage,50000,25000,1,,Business Intelligence and Data Management,4,1,US-West BU,Flat Fee Monthly,0,Yes,Scope of Work / Project
203,Jay Kuderka,Warner Bros. Entertainment Inc.,Verbal Agreement,11448,10303.2,1,,Consulting,7,0,US-West BU,Time and Expense,0,No,Staff Augmentation
204,Jeremy McClellan,McKesson Corporation,Negotiation / Short-list Stage,53899,43119.2,1,,Quality and Testing,6,0,US-West BU,Flat Fee Monthly,0,No,Staff Augmentation
205,Kyle Crane,CCH Incorporated,Opportunity Identification Stage,75000,22500,0,Business and Domain Consulting,Consulting,3,0,US-Central BU,Time and Expense,0,No,Scope of Work / Project
206,Omprakash Jayasree,H.E. Butt Grocery Company,Verbal Agreement,375308,375308,1,,Application Managed Services,7,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
207,Pragadeesh Kumar Murugan,Cardinal Health,Proposal On-desk Stage,5000000,1500000,0,Legacy Modernization,Consulting,5,0,US-Central BU,Fixed Bid,0,No,Scope of Work / Project
208,Prasan Vyas,DELL Americas,Verbal Agreement,1980000,1782000,1,Business and Domain Consulting,Consulting,7,1,Dell BU,Fixed Bid,0,No,Scope of Work / Project
209,Prasanna Hariharan,"PetSmart, Inc.",Opportunity Closed LOST,200000,0,0,,Business Intelligence and Data Management,-1,1,US-West BU,Time and Expense,0,No,Scope of Work / Project
210,Terry Zink,"Mattel, Inc.",Proposal Preparation Stage,150000,75000,1,,Business Intelligence and Data Management,4,0,US-West BU,Time and Expense,1,No,Staff Augmentation
211,Vasudevan Ramanujam,Aviva plc,Proposal Preparation Stage,2100000,1050000,1,,Technology Build Services,4,0,Aviva,Flat Fee Monthly,0,No,Staff Augmentation
212,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
213,Venkatesh Rao,"Wellpoint, Inc",Opportunity Identification Stage,72240,7224,0,,Technology Build Services,3,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
214,Venkatesh Rao,"Wellpoint, Inc",Opportunity Identification Stage,200000,20000,0,,Technology Build Services,3,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
215,Vivek Anand,Walmart,Verbal Agreement,250000,225000,1,,Consulting,7,0,Wal-Mart,Time and Expense,0,Yes,Staff Augmentation
216,Amandeep Sidhu,"Dana Companies, Llc",Opportunity Identification Stage,400000,120000,0,SAP Systems,Enterprise Solutions,3,0,US-Central BU,Time and Expense,0,No,Scope of Work / Project
217,Amandeep Sidhu,"Dana Companies, Llc",Signed Contract,5255,5255,1,,Technology Build Services,8,0,US-Central BU,Time and Expense,0,No,Scope of Work / Project
218,Ankit Garg,Allianz Cornhill,Proposal On-desk Stage,20000,12000,1,,Technology Build Services,5,0,India BU,Time and Expense,0,No,Staff Augmentation
219,Brian Runyan,Sempra Energy,Proposal Preparation Stage,35000,26250,1,,Infrastructure Management Services,4,0,US-West BU,Fixed Bid,0,No,Scope of Work / Project
220,Dave Lesperance,Emdeon Corporation,Proposal On-desk Stage,20500,12300,1,,Consulting,5,0,US-Central BU,Fixed Bid,1,No,Scope of Work / Project
221,Dave Lesperance,Emdeon Corporation,Opportunity Identification Stage,1000000,300000,0,,Technology Build Services,3,1,US-Central BU,Flat Fee Monthly,1,,Scope of Work / Project
222,Donald Scott,Bank of America,Proposal Preparation Stage,486000,243000,1,,Technology Build Services,4,1,US-East BU,Flat Fee Monthly,1,Yes,Scope of Work / Project
223,Guru Rajaram,Walmart,Proposal On-desk Stage,3000000,1800000,1,Application Management,Application Managed Services,5,0,Wal-Mart,Flat Fee Monthly,0,Yes,Managed Services / SLA Based
224,Guru Rajaram,Walmart,Verbal Agreement,7000000,6300000,1,Application Management,Application Managed Services,7,0,Wal-Mart,Flat Fee Monthly,0,Yes,Managed Services / SLA Based
225,Jacqueline Payne,Tribune Company,Negotiation / Short-list Stage,66000,52800,1,Data Management & Strategy,Business Intelligence and Data Management,6,0,US-Central BU,Time and Expense,1,Yes,Scope of Work / Project
226,Jacqueline Payne,Tribune Company,Negotiation / Short-list Stage,341990,273592,1,Data Management & Strategy,Business Intelligence and Data Management,6,0,US-Central BU,Time and Expense,1,Yes,Scope of Work / Project
227,Jacqueline Payne,Tribune Company,Proposal On-desk Stage,75600,37800,1,Microsoft Systems,Technology Build Services,5,0,US-Central BU,Time and Expense,1,Yes,Staff Augmentation
228,Jacqueline Payne,Tribune Company,Opportunity Closed LOST,36040,0,0,Microsoft Systems,Technology Build Services,-1,0,US-Central BU,Time and Expense,1,Yes,Staff Augmentation
229,Jay Kuderka,"Tickets.com, Inc.",Verbal Agreement,96598,86938.2,1,Test Automation,Quality and Testing,7,1,US-West BU,Fixed Bid,0,No,Scope of Work / Project
230,Jay Kuderka,Sony Pictures,Proposal Preparation Stage,75000,37500,1,,Enterprise Solutions,4,1,US-West BU,Time and Expense,1,No,Scope of Work / Project
231,Jay Kuderka,Sony Pictures,Proposal Preparation Stage,25000,12500,1,,Enterprise Solutions,4,1,US-West BU,Time and Expense,1,No,Scope of Work / Project
232,Jayesh Menon,UTi Worldwide Inc.,Proposal Preparation Stage,660000,330000,1,,Quality and Testing,4,0,US-West BU,Flat Fee Monthly,0,Yes,Staff Augmentation
233,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,23564,23564,1,,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
234,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,162720,162720,1,,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
235,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Identification Stage,149640,44892,0,,Application Managed Services,3,0,US-West BU,Flat Fee Monthly,1,No,Managed Services / SLA Based
236,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Identification Stage,159100,47730,0,,Application Managed Services,3,0,US-West BU,Flat Fee Monthly,1,No,Managed Services / SLA Based
237,Jose Ossa,Independence Blue Cross,Verbal Agreement,44000000,39600000,1,Application Management,Application Managed Services,7,0,US-East BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
238,Jose Ossa,Vanguard,Verbal Agreement,92640,83376,1,,Technology Build Services,7,0,US-East BU,Time and Expense,0,No,Staff Augmentation
239,Kevin Swanson,"Wellpoint, Inc",Opportunity Identification Stage,300000,90000,0,Mainframe Systems,Technology Build Services,3,0,WellPoint BU,Flat Fee Monthly,0,Yes,Staff Augmentation
240,Kevin Swanson,"Wellpoint, Inc",Proposal Preparation Stage,12000000,6000000,1,Application Management,Application Managed Services,4,1,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
241,Kevin Swanson,"Wellpoint, Inc",Signed Contract,69058,69058,1,,Technology Build Services,8,1,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
242,Kevin Swanson,"Wellpoint, Inc",Proposal Preparation Stage,403520,201760,1,,Application Managed Services,4,0,WellPoint BU,Fixed Bid,0,Yes,Managed Services / SLA Based
243,Kevin Swanson,"Wellpoint, Inc",Opportunity Identification Stage,400000,40000,0,,Technology Build Services,3,0,WellPoint BU,Flat Fee Monthly,0,Yes,Staff Augmentation
244,Kevin Swanson,"Wellpoint, Inc",Opportunity Identification Stage,7000000,700000,0,,Application Managed Services,3,1,WellPoint BU,Fixed Bid,0,Yes,Managed Services / SLA Based
245,Kevin Swanson,"Wellpoint, Inc",Opportunity Identification Stage,222000,44400,0,,Technology Build Services,3,1,WellPoint BU,Flat Fee Monthly,0,,Staff Augmentation
246,Kevin Swanson,"Wellpoint, Inc",Opportunity Identification Stage,1200000,300000,0,,Technology Build Services,3,0,WellPoint BU,Fixed Bid,0,Yes,Scope of Work / Project
247,Lakshman Muthayya,PepsiCo,Signed Contract,533403.6,533403.6,1,,Infrastructure Management Services,8,0,US-West BU,Time and Expense,0,No,Staff Augmentation
248,Maggie Randolph,Catalina,Signed Contract,21550,21550,1,,Technology Build Services,8,1,US-East BU,Time and Expense,0,Yes,Staff Augmentation
249,Mahesh Bhaskar,GE Corporate,Signed Contract,414819.18,414819.18,1,Infrastructure Management,Application Managed Services,8,1,GE BU,Fixed Bid,1,No,Managed Services / SLA Based
250,Mahesh Bhaskar,GE Corporate,Signed Contract,134802,134802,1,Infrastructure Management,Infrastructure Management Services,8,1,GE BU,Fixed Bid,1,No,Managed Services / SLA Based
251,Michael Hopewell,UTi Worldwide Inc.,Proposal On-desk Stage,520800,312480,1,Oracle Systems,Enterprise Solutions,5,1,US-West BU,Flat Fee Monthly,0,No,Scope of Work / Project
252,Narendranath PN,Mohandas College of Engineering and Technology,Proposal On-desk Stage,16000,9600,1,Java Systems,Technology Build Services,5,0,SMB BU,Fixed Bid,0,Yes,Managed Services / SLA Based
253,Phyllis Kramer,"Wellpoint, Inc",No bid / Retraction,61920,0,0,Business Intelligence And Reporting,Consulting,-2,1,WellPoint BU,Flat Fee Monthly,0,Yes,Scope of Work / Project
254,Phyllis Kramer,"Wellpoint, Inc",No bid / Retraction,1000000,0,0,Business Intelligence And Reporting,Business Intelligence and Data Management,-2,1,WellPoint BU,Flat Fee Monthly,0,Yes,Managed Services / SLA Based
255,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
256,Rakesh Raghudharan,Walmart,Verbal Agreement,220676,198608.4,1,,Technology Build Services,7,0,Wal-Mart,Time and Expense,0,No,Staff Augmentation
257,Ramakrishnan Gopalan,"DELL, Inc.",Signed Contract,81453,81453,1,Microsoft Systems,Technology Build Services,8,1,Dell BU,Time and Expense,0,No,Staff Augmentation
258,Raphael Hildesheim,GE Business Units,Phone Meeting Stage,680000,6800,0,Other Enterprise Systems,Enterprise Solutions,1,1,GE BU,Flat Fee Monthly,0,Yes,Scope of Work / Project
259,Saju Thomas Mathew,"Wellpoint, Inc",No bid / Retraction,625882.5,0,0,Microsoft Systems,Technology Build Services,-2,1,WellPoint BU,Fixed Bid,0,Yes,Scope of Work / Project
260,Saju Thomas Mathew,"Wellpoint, Inc",Phone Meeting Stage,2000000,200000,0,Mainframe Systems,Technology Build Services,1,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
261,Saju Thomas Mathew,"Wellpoint, Inc",Signed Contract,60000,60000,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
262,Saju Thomas Mathew,"Wellpoint, Inc",Proposal On-desk Stage,450000,90000,0,Mainframe Systems,Technology Build Services,5,1,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
263,Saju Thomas Mathew,"Wellpoint, Inc",Opportunity Identification Stage,1000000,300000,0,Mainframe Systems,Technology Build Services,3,1,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
264,Saju Thomas Mathew,"Wellpoint, Inc",Opportunity Identification Stage,1000000,300000,0,Mainframe Systems,Technology Build Services,3,1,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
265,Saju Thomas Mathew,"Wellpoint, Inc",F2F Meeting Stage,900000,180000,0,Mainframe Systems,Technology Build Services,2,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
266,Santosh Rajput,Schroders plc,Signed Contract,85000,85000,1,,Technology Build Services,8,0,Europe BU,Flat Fee Monthly,1,No,Staff Augmentation
267,Shwetha Sanjeev,Cisco,Signed Contract,16800,16800,1,,Quality and Testing,8,0,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
268,Sue Clarey,Emdeon Corporation,Negotiation / Short-list Stage,75000,60000,1,Java Systems,Technology Build Services,6,0,US-Central BU,Fixed Bid,1,No,Scope of Work / Project
269,Vasudevan Ramanujam,Aviva plc,Proposal On-desk Stage,50000,30000,1,,Infrastructure Management Services,5,0,Aviva,Fixed Bid,0,No,Scope of Work / Project
270,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
271,Vivek Anand,Walmart,Verbal Agreement,74520,67068,1,Business Intelligence And Reporting,Business Intelligence and Data Management,7,1,Wal-Mart,T and E with Cap,0,Yes,Scope of Work / Project
272,Vivek Anand,Walmart,Signed Contract,8890,8890,1,Java Systems,Technology Build Services,8,0,Wal-Mart,Time and Expense,0,Yes,Staff Augmentation
273,Vivek Anand,Walmart,Negotiation / Short-list Stage,0,0,0,Java Systems,Technology Build Services,6,0,Wal-Mart,Time and Expense,0,Yes,Staff Augmentation
274,Ajith Daniel,State Street Corporation,Verbal Agreement,150000,135000,1,,Technology Build Services,7,1,US-East BU,Time and Expense,0,No,Staff Augmentation
275,Ankit Garg,UnitedHealth Group,Signed Contract,10395.72,10395.72,1,Performance Testing,Quality and Testing,8,0,India BU,Time and Expense,0,No,Staff Augmentation
